FONTRAST
1
95 1 32 163 14
32	0	2	2	0	14	0	3
33	0	2	2	3	14	0	3
34	0	7	2	5	14	0	4
35	0	116	2	7	14	0	7
36	0	125	2	7	14	0	7
37	0	134	2	11	14	0	11
38	0	147	2	8	14	0	8
39	0	157	2	2	14	0	2
40	0	161	2	4	14	0	4
41	0	167	2	4	14	0	4
42	0	173	2	5	14	0	4
43	0	180	2	7	14	0	7
44	0	189	2	3	14	0	3
45	0	194	2	4	14	0	4
46	0	200	2	3	14	0	3
47	0	205	2	4	14	0	3
48	0	211	2	7	14	0	7
49	0	220	2	5	14	0	7
50	0	227	2	7	14	0	7
51	0	236	2	7	14	0	7
52	0	245	2	7	14	0	7
53	0	2	26	7	14	0	7
54	0	11	26	7	14	0	7
55	0	20	26	7	14	0	7
56	0	29	26	7	14	0	7
57	0	38	26	7	14	0	7
58	0	47	26	3	14	0	3
59	0	52	26	3	14	0	3
60	0	57	26	7	14	0	7
61	0	66	26	7	14	0	7
62	0	75	26	7	14	0	7
63	0	84	26	7	14	0	7
64	0	195	26	12	14	0	12
65	0	209	26	9	14	0	8
66	0	220	26	8	14	0	8
67	0	230	26	9	14	0	9
68	0	241	26	9	14	0	9
69	0	2	50	8	14	0	8
70	0	12	50	7	14	0	7
71	0	21	50	9	14	0	9
72	0	32	50	8	14	0	9
73	0	42	50	3	14	0	3
74	0	47	50	6	14	0	6
75	0	55	50	9	14	0	8
76	0	168	50	7	14	0	7
77	0	177	50	10	14	0	10
78	0	189	50	8	14	0	9
79	0	199	50	9	14	0	9
80	0	210	50	8	14	0	8
81	0	104	74	10	14	0	9
82	0	116	74	9	14	0	9
83	0	127	74	8	14	0	8
84	0	137	74	8	14	0	7
85	0	147	74	8	14	0	9
86	0	157	74	9	14	0	8
87	0	168	74	12	14	0	11
88	0	182	74	9	14	0	8
89	0	193	74	9	14	0	8
90	0	204	74	8	14	0	7
91	0	214	74	4	14	0	3
92	0	220	74	4	14	0	3
93	0	226	74	3	14	0	3
94	0	231	74	6	14	0	5
95	0	239	74	9	14	1	6
97	0	2	98	7	14	0	7
98	0	11	98	7	14	0	7
99	0	20	98	7	14	0	6
100	0	29	98	7	14	0	7
101	0	38	98	7	14	0	7
102	0	47	98	4	14	0	3
103	0	53	98	7	14	0	7
104	0	62	98	7	14	0	7
105	0	71	98	3	14	0	2
106	0	76	98	4	14	1	2
107	0	82	98	7	14	0	6
108	0	91	98	3	14	0	2
109	0	96	98	10	14	0	10
110	0	108	98	7	14	0	7
111	0	117	98	7	14	0	7
112	0	126	98	7	14	0	7
113	0	135	98	7	14	0	7
114	0	144	98	5	14	0	4
115	0	151	98	6	14	0	6
116	0	159	98	4	14	0	3
117	0	165	98	7	14	0	7
118	0	174	98	7	14	0	6
119	0	183	98	9	14	0	9
120	0	194	98	7	14	0	6
121	0	203	98	7	14	0	6
122	0	212	98	7	14	0	6
123	0	221	98	5	14	0	4
124	0	228	98	3	14	0	3
125	0	233	98	4	14	0	4
126	0	239	98	7	14	0	7
128	0	6	128	7	14	0	7
129	0	19	128	7	14	0	7
130	0	30	128	7	14	0	7
131	0	43	128	7	14	0	7
132	0	52	128	15	14	0	15
133	0	70	128	10	14	0	7
134	0	79	128	15	14	0	15
135	0	94	128	10	14	0	7
163	0	2	114	7	14	0	7
